视频标题,【高清修复】东方幻想万华镜全集
视频BV号,BV1VuZ5YjEin
弹幕总数,4701

弹幕ID,出现时间(毫秒),模式,字体大小,颜色,用户MID哈希,内容,发送时间,权重,动作,弹幕池,弹幕ID字符串,属性,动画
1853757601691518720,646643,5,25,#e70013,f4065ed9,燃起来了！！！,2025-05-24 16:45:26,10,,0,1853757601691518720,无,
1853757649960140800,386214,1,25,#fffffe,ad92ce4e,普 通 魔 法 使,2025-05-24 16:45:32,2,,0,1853757649960140800,无,
1853757771561360640,706056,1,25,#fffffe,f4065ed9,扛把子,2025-05-24 16:45:46,9,,0,1853757771561360640,无,
1853757940281094912,642278,1,25,#fffffe,f4065ed9,←↑↓→↓→←↑↑↓,2025-05-24 16:46:07,10,,0,1853757940281094912,无,
1853758111535023104,618852,5,25,#e70013,f4065ed9,S级防空火力,2025-05-24 16:46:27,10,,0,1853758111535023104,无,
1853758282460715008,658684,1,25,#e70013,f4065ed9,你这个阶段怎么睡的着的,2025-05-24 16:46:47,1,,0,1853758282460715008,无,
1853758330980494592,373048,1,25,#fffffe,ad92ce4e,幽雅地绽放吧，墨染的樱花~,2025-05-24 16:46:53,8,,0,1853758330980494592,无,
1853758451164611584,625102,5,25,#fe0303,f4065ed9,互 相 擦 弹 以 示 敬 意,2025-05-24 16:47:07,2,,0,1853758451164611584,无,
1853758621889352704,625957,5,25,#89d5fe,f4065ed9,互 相 擦 弹 以 示 敬 意,2025-05-24 16:47:28,2,,0,1853758621889352704,无,
1853758790458600192,668090,1,25,#e70013,f4065ed9,你这是封印啊，还是歼灭啊,2025-05-24 16:47:48,1,,0,1853758790458600192,无,
1853758960395017728,623292,1,25,#fffffe,f4065ed9,马乐法克,2025-05-24 16:48:08,9,,0,1853758960395017728,无,
1853759300342932224,613205,1,25,#fffffe,f4065ed9,灵梦抗着音响出场了,2025-05-24 16:48:49,2,,0,1853759300342932224,无,
1853759470506248704,622281,5,25,#9b9b9a,f4065ed9,BONUS FAILED...,2025-05-24 16:49:09,1,,0,1853759470506248704,无,
1853759520216674304,379611,4,25,#009844,ad92ce4e,妖梦:原来事小瘪山,2025-05-24 16:49:15,1,,0,1853759520216674304,无,
1853759642262370048,708219,1,25,#fffffe,f4065ed9,快去请夜雀来做饭,2025-05-24 16:49:29,2,,0,1853759642262370048,无,
1853759860030700288,388234,1,25,#fffffe,ad92ce4e,魔理沙好帅啊,2025-05-24 16:49:55,10,,0,1853759860030700288,无,
1853759981875507456,645310,1,25,#fffffe,f4065ed9,幽幽子：寄！,2025-05-24 16:50:10,10,,0,1853759981875507456,无,
1853760028734484736,379096,1,25,#fffffe,ad92ce4e,所以说哈哈哈好可爱啊,2025-05-24 16:50:16,2,,0,1853760028734484736,无,
1853760490535412480,697412,1,25,#fffffe,f4065ed9,普莉兹姆利巴三姐妹（记不住名字三姐妹）,2025-05-24 16:51:11,2,,0,1853760490535412480,无,
1853760539508266752,388166,1,25,#fffffe,ad92ce4e,普 通 魔 法 使,2025-05-24 16:51:16,4,,0,1853760539508266752,无,
1853760659390054656,611987,1,25,#fffffe,f4065ed9,好帅啊！！！,2025-05-24 16:51:31,1,,0,1853760659390054656,无,
1853760709956422656,382338,1,25,#fffffe,ad92ce4e,不愧是你魔理沙,2025-05-24 16:51:37,2,,0,1853760709956422656,无,
1853760830030790912,698179,1,25,#fef103,f4065ed9,萃梦想（）,2025-05-24 16:51:51,2,,0,1853760830030790912,无,
1853761001049508096,659300,1,25,#fffffe,f4065ed9,大招原来是核爆吗,2025-05-24 16:52:11,1,,0,1853761001049508096,无,
1853761511110656000,699195,5,25,#e70013,f4065ed9,威严满满,2025-05-24 16:53:12,10,,0,1853761511110656000,无,
1853761680485006592,626199,1,25,#fffffe,f4065ed9,凹大失败。。。,2025-05-24 16:53:32,1,,0,1853761680485006592,无,
1853761898118481920,371989,5,25,#009844,ad92ce4e,妖梦发出了黑魔仙的笑声（）,2025-05-24 16:53:58,10,,0,1853761898118481920,高赞,
1853762191376471040,630531,1,25,#fffffe,f4065ed9,中文十级,2025-05-24 16:54:33,2,,0,1853762191376471040,无,
1853762239711118848,376181,5,25,#fef103,ad92ce4e,魔理沙：你区区半个人类,2025-05-24 16:54:39,1,,0,1853762239711118848,无,
1853762360876362240,613190,1,25,#fffffe,f4065ed9,这是l还是e啊,2025-05-24 16:54:54,2,,0,1853762360876362240,无,
1853762531718629632,651430,1,25,#fffffe,f4065ed9,这b伤害这么高啊,2025-05-24 16:55:14,1,,0,1853762531718629632,无,
1853762579659320576,398045,5,25,#e70013,ad92ce4e,“我占领了高地”,2025-05-24 16:55:20,10,,0,1853762579659320576,无,
1853762700950897152,609742,1,25,#fffffe,f4065ed9,这一击，让我粉了,2025-05-24 16:55:34,2,,0,1853762700950897152,无,
1853762871105400320,655639,1,25,#fef103,f4065ed9,幽幽子：我大意了啊，没有闪,2025-05-24 16:55:54,5,,0,1853762871105400320,无,
1853762918492027136,370394,1,25,#fffffe,ad92ce4e,她最喜欢用物理解决问题了,2025-05-24 16:56:00,4,,0,1853762918492027136,无,
1853763041242653440,621578,1,25,#fffffe,f4065ed9,bgm叫什么,2025-05-24 16:56:15,9,,0,1853763041242653440,无,
1853763090291266304,384714,1,25,#e2027e,ad92ce4e,只是个普通的物理法师,2025-05-24 16:56:20,2,,0,1853763090291266304,无,
1853763212127134976,635119,1,25,#fffffe,f4065ed9,华胥的亡灵啊，幽幽子大人啊！！！！,2025-05-24 16:56:35,9,,0,1853763212127134976,无,
1853763380729983488,651335,1,25,#fffffe,f4065ed9,为什么你一个b就给搞定了啊,2025-05-24 16:56:55,1,,0,1853763380729983488,无,
1853763430642003200,397782,1,25,#fffffe,ad92ce4e,让我看看过一会谁打扫卫生）,2025-05-24 16:57:01,2,,0,1853763430642003200,无,
1853763551706111488,670015,1,25,#fffffe,f4065ed9,yo梦打野至今未归,2025-05-24 16:57:15,1,,0,1853763551706111488,无,
1853763600142460416,374090,1,25,#e70013,ad92ce4e,屑妖梦,2025-05-24 16:57:21,1,,0,1853763600142460416,无,
1853763721181296640,615125,5,25,#683a7a,f4065ed9,开扇！,2025-05-24 16:57:36,2,,0,1853763721181296640,无,
1853763770607041280,397112,1,25,#fffffe,ad92ce4e,不会近战的法师不是一个好刺客,2025-05-24 16:57:42,2,,0,1853763770607041280,无,
1853763890178591232,615125,5,25,#fffffe,f4065ed9,开扇！！,2025-05-24 16:57:56,2,,0,1853763890178591232,无,
1853764061331414016,654086,1,25,#fffffe,f4065ed9,这b伤害怎么这么高啊,2025-05-24 16:58:16,1,,0,1853764061331414016,无,
1853764232131823104,707794,1,25,#00a0eb,f4065ed9,飞身踢,2025-05-24 16:58:37,9,,0,1853764232131823104,无,
1853764401422368256,642539,1,25,#fffffe,f4065ed9,梦想封印,2025-05-24 16:58:57,9,,0,1853764401422368256,无,
1853764572641719808,632539,1,25,#fffffe,f4065ed9,森永真里美yyds,2025-05-24 16:59:17,2,,0,1853764572641719808,无,
1853764743157053184,714741,1,25,#fffffe,f4065ed9,小碎骨呢,2025-05-24 16:59:38,8,,0,1853764743157053184,无,
1853764912850647296,615231,1,25,#fffffe,f4065ed9,游戏实机画面,2025-05-24 16:59:58,2,,0,1853764912850647296,无,
1853764961026394112,383767,5,25,#f0ab2b,ad92ce4e,最爱的魔炮（！）,2025-05-24 17:00:03,2,,0,1853764961026394112,无,
1853765083860602624,633909,1,25,#fffffe,f4065ed9,密集阵防空,2025-05-24 17:00:18,9,,0,1853765083860602624,无,
1853765129612171520,375071,1,25,#fffffe,ad92ce4e,莎莎可爱滴捏,2025-05-24 17:00:24,2,,0,1853765129612171520,无,
1853765253075720704,620393,1,25,#e70013,f4065ed9,游戏要是这制作，我tm买爆…(￣∇￣),2025-05-24 17:00:38,1,,0,1853765253075720704,无,
1853765300656020224,384927,1,25,#fffffe,ad92ce4e,最 强 灵 长 类 魔 法 使,2025-05-24 17:00:44,2,,0,1853765300656020224,无,
1853765423330572288,700611,4,25,#fffffe,f4065ed9,睡衣书虫    瞌睡门卫    最终鬼畜    威严满满    砸瓦鲁多,2025-05-24 17:00:59,2,,0,1853765423330572288,无,
1853765594030486528,627272,5,25,#e70013,f4065ed9,我记得这个不是半屏幕嘛 怎么连个人打不准dog,2025-05-24 17:01:19,2,,0,1853765594030486528,无,
1853765640193063936,388370,5,25,#e70013,ad92ce4e,Bgm：广有射怪鸟事,2025-05-24 17:01:24,2,,0,1853765640193063936,无,
1853765763388265472,717764,5,25,#fffffe,f4065ed9,震惊，幽幽子不吃东西了!,2025-05-24 17:01:39,10,,0,1853765763388265472,无,
1853765810356110592,392901,5,25,#e70013,ad92ce4e,东方老人小想问被魔理沙砍掉的灯建筑学上学名叫什么?,2025-05-24 17:01:45,2,,0,1853765810356110592,无,
1853765933156332800,631291,1,25,#fffffe,f4065ed9,泪目,2025-05-24 17:01:59,2,,0,1853765933156332800,无,
1853766104166695424,610819,1,25,#fffffe,f4065ed9,开扇！,2025-05-24 17:02:20,9,,0,1853766104166695424,无,
1853766273960959488,609750,1,25,#f0ab2b,f4065ed9,开扇！,2025-05-24 17:02:40,9,,0,1853766273960959488,无,
1853766443377195520,627881,5,25,#00a0eb,f4065ed9,散射炮!,2025-05-24 17:03:00,1,,0,1853766443377195520,无,
1853766615351588352,638804,5,25,#e70013,f4065ed9,半径二十米的梦想封印!,2025-05-24 17:03:21,2,,0,1853766615351588352,无,
1853766785456052480,706281,5,25,#e70013,f4065ed9,偷拍文文,2025-05-24 17:03:41,1,,0,1853766785456052480,无,
1853766955334021376,621799,4,18,#e70013,f4065ed9,符卡，恋符[master spark]是魔理沙用八卦炉发射大功率激光的符卡名称,2025-05-24 17:04:01,10,,0,1853766955334021376,无,
1853767125035460864,708242,4,18,#e70013,f4065ed9,博丽神社周围种了不少樱花树，所以樱花盛开的时候妖怪人类就喜欢来神社聚会，虽说摊子还是要灵梦收拾,2025-05-24 17:04:21,2,,0,1853767125035460864,无,
1853767806164841984,624897,1,25,#fffffe,f4065ed9,不稳定的八卦炉,2025-05-24 17:05:43,1,,0,1853767806164841984,无,
1853767976201805312,681784,1,25,#fffffe,f4065ed9,没有什么是一场宴会解决不了的,2025-05-24 17:06:03,10,,0,1853767976201805312,无,
1853768147178769920,625516,1,25,#fffffe,f4065ed9,昨天忘记充能了,2025-05-24 17:06:23,1,,0,1853768147178769920,无,
1853768317358603776,666279,1,25,#fffffe,f4065ed9,不知道的，还以为你们在搞核爆,2025-05-24 17:06:44,1,,0,1853768317358603776,无,
1853768487185950208,687449,1,25,#fffffe,f4065ed9,大吟酿,2025-05-24 17:07:04,1,,0,1853768487185950208,无,
1853768657214243584,634611,1,25,#fffffe,f4065ed9,梦想封印绝对命中+暴击,2025-05-24 17:07:24,2,,0,1853768657214243584,无,
1853768826974739712,666390,1,25,#fffffe,f4065ed9,二阶段,2025-05-24 17:07:44,3,,0,1853768826974739712,无,
1853768870989610240,393515,5,25,#e70013,ad92ce4e,完了，这bgm。。。被妖梦暴打的回忆来了,2025-05-24 17:07:50,2,,0,1853768870989610240,无,
1853768996835455488,657002,1,25,#fffffe,f4065ed9,这叫封印？,2025-05-24 17:08:05,9,,0,1853768996835455488,无,
1853769040942839296,397694,1,25,#fef103,ad92ce4e,19届人气第一打17届人气第一（误,2025-05-24 17:08:10,1,,0,1853769040942839296,无,
1853769336088004608,627881,1,25,#fffffe,f4065ed9,恋符极限火花,2025-05-24 17:08:45,9,,0,1853769336088004608,无,
1853769506208443648,609450,5,25,#84c0ca,f4065ed9,开扇！！,2025-05-24 17:09:05,2,,0,1853769506208443648,无,
1853769676648554496,613432,5,25,#90c321,f4065ed9,开扇！！,2025-05-24 17:09:26,2,,0,1853769676648554496,无,
1853769846618298368,617089,5,25,#f0ab2b,f4065ed9,开扇！！,2025-05-24 17:09:46,2,,0,1853769846618298368,无,
1853770016496529152,637955,1,25,#fffffe,f4065ed9,双大，极限火花加梦想封印,2025-05-24 17:10:06,2,,0,1853770016496529152,无,
1853770187229147392,649367,1,25,#fffffe,f4065ed9,神乐之乐章,2025-05-24 17:10:27,10,,0,1853770187229147392,无,
1853770357677816064,668255,1,25,#fffffe,f4065ed9,整天玩核弹的灵梦太屑了,2025-05-24 17:10:47,1,,0,1853770357677816064,无,
1853770527840356352,697145,5,25,#fe0303,f4065ed9,记不住名字的三个屑,2025-05-24 17:11:07,1,,0,1853770527840356352,无,
1853770570387229696,376597,1,25,#e70013,ad92ce4e,即刻变脸,2025-05-24 17:11:12,9,,0,1853770570387229696,无,
1853770867243660544,640134,5,25,#009844,f4065ed9,接招吧，半径二十米的绿宝石水花！,2025-05-24 17:11:48,1,,0,1853770867243660544,无,
1853771036744199936,636776,5,25,#fe0303,f4065ed9,u——u——z——,2025-05-24 17:12:08,2,,0,1853771036744199936,无,
1853771206806121984,639076,5,25,#009844,f4065ed9,这是......法皇的结界？（无端,2025-05-24 17:12:28,1,,0,1853771206806121984,无,
1853771250451806976,392100,1,25,#fffffe,ad92ce4e,《普通的魔法使》,2025-05-24 17:12:33,9,,0,1853771250451806976,无,
1853771376457488640,706536,5,25,#00a0eb,f4065ed9,rider kick！,2025-05-24 17:12:48,2,,0,1853771376457488640,无,
1853771419994431744,388200,1,25,#fffffe,ad92ce4e,一言不合就打则,2025-05-24 17:12:53,1,,0,1853771419994431744,无,
1853771546653945344,637756,1,25,#009844,f4065ed9,半径20米的结界bushi,2025-05-24 17:13:09,2,,0,1853771546653945344,无,
1853771716640636672,686975,5,25,#fffffe,f4065ed9,喝花酒,2025-05-24 17:13:29,1,,0,1853771716640636672,无,
1853771886593364736,685045,1,25,#e70013,f4065ed9,到春天穿短袖，细节,2025-05-24 17:13:49,10,,0,1853771886593364736,无,
1853772056555346944,618931,5,25,#e70013,f4065ed9,魔理沙开boom了,2025-05-24 17:14:09,2,,0,1853772056555346944,无,
1853772226214560000,609611,1,25,#e70013,f4065ed9,开扇！！,2025-05-24 17:14:30,2,,0,1853772226214560000,无,
1853772396251925248,651780,1,25,#fffffe,f4065ed9,万年自机，万年不变的大招u,2025-05-24 17:14:50,9,,0,1853772396251925248,无,
1853772565903580928,624338,1,25,#fffffe,f4065ed9,没人能在bgm里打中我,2025-05-24 17:15:10,2,,0,1853772565903580928,无,
1853772735873399552,637875,1,25,#fffffe,f4065ed9,色は匂へど 散りぬるを,2025-05-24 17:15:30,2,,0,1853772735873399552,无,
1853772779686473984,380108,1,25,#fffffe,ad92ce4e,摸你傻还真打不过妖梦,2025-05-24 17:15:36,1,,0,1853772779686473984,无,
1853772906531384832,662012,1,25,#fffffe,f4065ed9,你这是封印还是核弹啊,2025-05-24 17:15:51,1,,0,1853772906531384832,无,
1853773077533048832,638466,1,25,#a0ee01,f4065ed9,接招吧，幽幽子！半径20米的梦想封印！,2025-05-24 17:16:11,9,,0,1853773077533048832,无,
1853773247762452224,615427,1,25,#fffffe,f4065ed9,游戏动漫化了属于是,2025-05-24 17:16:31,2,,0,1853773247762452224,无,
1853773417623847424,672654,1,25,#fffffe,f4065ed9,甚至没有开出终符,2025-05-24 17:16:52,1,,0,1853773417623847424,无,
1853773588331535360,609696,1,25,#fffffe,f4065ed9,开扇！！,2025-05-24 17:17:12,2,,0,1853773588331535360,无,
1853773629176006656,399215,1,25,#fffffe,ad92ce4e,道中符,2025-05-24 17:17:17,2,,0,1853773629176006656,无,
1853773970282332416,368430,1,25,#fffffe,ad92ce4e,魔理沙太阔爱了,2025-05-24 17:17:57,2,,0,1853773970282332416,无,
1853774099332585728,670056,4,25,#fffffe,f4065ed9,魔理沙成长的很快 现在最新作几乎已经可以持平灵梦了,2025-05-24 17:18:13,10,,0,1853774099332585728,无,
1853774140344313600,397126,5,25,#e70013,ad92ce4e,宫灯↑,2025-05-24 17:18:18,10,,0,1853774140344313600,无,
1853774269436684544,641613,1,25,#fffffe,f4065ed9,半径20米的梦想封印！,2025-05-24 17:18:33,9,,0,1853774269436684544,无,
1853774310842480128,370347,1,25,#fffffe,ad92ce4e,沙沙又帅又可爱,2025-05-24 17:18:38,2,,0,1853774310842480128,无,
1853774439348133120,706597,5,25,#4266bf,f4065ed9,最强！！！,2025-05-24 17:18:53,10,,0,1853774439348133120,无,
1853774609711725056,609930,5,25,#cc0274,f4065ed9,开扇！！,2025-05-24 17:19:14,2,,0,1853774609711725056,无,
1853774779237431040,665257,1,25,#fffffe,f4065ed9,打晕的,2025-05-24 17:19:34,1,,0,1853774779237431040,无,
1853774949627012096,637783,1,25,#fffffe,f4065ed9,一个B炸了,2025-05-24 17:19:54,2,,0,1853774949627012096,无,
1853775119571977728,639913,4,25,#fef103,f4065ed9,终极符卡·梦想封印,2025-05-24 17:20:14,10,,0,1853775119571977728,无,
1853775289919044352,621167,5,25,#fffffe,f4065ed9,恋色火花,2025-05-24 17:20:35,2,,0,1853775289919044352,无,
1853775459939669760,629423,1,25,#fffffe,f4065ed9,平角裤平角裤！,2025-05-24 17:20:55,9,,0,1853775459939669760,无,
1853775630236668672,635523,1,25,#fffffe,f4065ed9,梦想封印,2025-05-24 17:21:15,9,,0,1853775630236668672,无,
1853775800491977728,613379,1,25,#fffffe,f4065ed9,开扇,2025-05-24 17:21:36,9,,0,1853775800491977728,无,
1853775970260570624,635679,1,25,#fffffe,f4065ed9,梦想封印,2025-05-24 17:21:56,9,,0,1853775970260570624,无,
1853776140884447488,700184,1,25,#4266bf,f4065ed9,今天也是威严满满的一天,2025-05-24 17:22:16,2,,0,1853776140884447488,无,
1853776310183489280,660629,1,25,#fffffe,f4065ed9,一个大B,2025-05-24 17:22:36,1,,0,1853776310183489280,无,
1853776479565983232,612647,1,25,#fffffe,f4065ed9,重要的事情,2025-05-24 17:22:57,2,,0,1853776479565983232,无,
1853776521232656128,374377,1,25,#e2027e,ad92ce4e,现在说的有多么的嚣张待会就有多么的狼狈,2025-05-24 17:23:02,1,,0,1853776521232656128,无,
1853776649318110208,629074,1,25,#fffffe,f4065ed9,没钱了,2025-05-24 17:23:17,1,,0,1853776649318110208,无,
1853776818835418112,673426,1,25,#fffffe,f4065ed9,zun给点饭吃吧,2025-05-24 17:23:37,5,,0,1853776818835418112,无,
1853776861130810368,374053,1,25,#fffffe,ad92ce4e,魔理沙表示我阎王都敢打！,2025-05-24 17:23:42,1,,0,1853776861130810368,无,
1853776988855531264,700135,1,25,#fffffe,f4065ed9,这可是你说的不是妖怪,2025-05-24 17:23:57,1,,0,1853776988855531264,无,
1853777160218322176,713788,1,25,#fffffe,f4065ed9,东方幻想乡里没有妖怪可是有神秘的女生,2025-05-24 17:24:18,9,,0,1853777160218322176,无,
1853777330297336832,640935,5,25,#fe0303,f4065ed9,两个大b兜子给你带走,2025-05-24 17:24:38,1,,0,1853777330297336832,无,
1853777500417746176,637879,5,25,#fef103,f4065ed9,一看就是香霖修的八卦炉,2025-05-24 17:24:58,1,,0,1853777500417746176,无,
1853777712087665920,372728,1,25,#fffffe,ad92ce4e,幻想乡特有的不打不相识,2025-05-24 17:25:24,9,,0,1853777712087665920,无,
1853777841372965888,657395,1,25,#fffffe,f4065ed9,那一刻，她变成了光,2025-05-24 17:25:39,8,,0,1853777841372965888,无,
1853778011636658688,713680,1,25,#fffffe,f4065ed9,UUZ：你得让我先吃（）,2025-05-24 17:25:59,1,,0,1853778011636658688,无,
1853778221561183232,388326,1,25,#fffffe,ad92ce4e,拖刀,2025-05-24 17:26:24,9,,0,1853778221561183232,无,
1853778351903910144,706195,1,25,#fffffe,f4065ed9,灵梦大帅，右一执法（雾,2025-05-24 17:26:40,9,,0,1853778351903910144,无,
1853778391229798912,394649,5,25,#fffffe,ad92ce4e,就叫灯（一声）笼或者墓灯吧,2025-05-24 17:26:44,2,,0,1853778391229798912,无,
1853778522284865280,668158,1,25,#fffffe,f4065ed9,呃，那紫妈又怎么样？,2025-05-24 17:27:00,1,,0,1853778522284865280,无,
1853778693202796032,621579,1,25,#fffffe,f4065ed9,Master Spark！！！,2025-05-24 17:27:20,1,,0,1853778693202796032,无,
1853778864095076352,653104,5,25,#e70013,f4065ed9,大招起手,2025-05-24 17:27:41,2,,0,1853778864095076352,无,
1853778902523750912,370695,1,25,#fffffe,ad92ce4e,我不喜欢用暴力 除非把我惹急了,2025-05-24 17:27:45,1,,0,1853778902523750912,无,
1853779034409223680,700974,1,25,#e70013,f4065ed9,芙兰好阔怜，只能自己撑伞(doge,2025-05-24 17:28:01,9,,0,1853779034409223680,无,
1853779072460189184,368458,5,25,#fef103,ad92ce4e,我最喜欢暴力解决了 ,2025-05-24 17:28:06,1,,0,1853779072460189184,无,
1853779204337495296,666877,5,25,#fef103,f4065ed9,少女好腰,2025-05-24 17:28:21,2,,0,1853779204337495296,无,
1853779374197861632,614029,1,25,#fffffe,f4065ed9,唉简直就像游戏里面，可是，这里面那个招式是用来迷惑的游戏里面是直接受到伤害的,2025-05-24 17:28:42,2,,0,1853779374197861632,无,
1853779544595614208,638761,5,25,#e70013,f4065ed9,符卡！,2025-05-24 17:29:02,2,,0,1853779544595614208,无,
1853779884552794368,611227,5,25,#cc0274,f4065ed9,开扇！！,2025-05-24 17:29:43,2,,0,1853779884552794368,无,
1853779922552960256,360223,1,25,#fffffe,ad92ce4e,这个半灵像个抱枕hhh,2025-05-24 17:29:47,1,,0,1853779922552960256,无,
1853780054371492608,660489,1,25,#fffffe,f4065ed9,大佬十一分钟速通妖妖梦（doge）,2025-05-24 17:30:03,1,,0,1853780054371492608,无,
1853780224350243072,655336,1,25,#e2027e,f4065ed9,幽幽子好好看耶,2025-05-24 17:30:23,6,,0,1853780224350243072,无,
1853780394504276224,702635,1,25,#fffffe,f4065ed9,一面聚会场面,2025-05-24 17:30:43,1,,0,1853780394504276224,无,
1853780564273282048,690547,5,25,#fe0303,f4065ed9,神社开销或者物资一般会由霖之助补充的 实际上灵梦也不穷（并且有强运buff 灵梦运气很好）,2025-05-24 17:31:04,5,,0,1853780564273282048,无,
1853780734595797248,613934,1,25,#e2027e,f4065ed9,开扇！！,2025-05-24 17:31:24,2,,0,1853780734595797248,无,
1853780904405982208,640343,5,25,#fe0303,f4065ed9,这么燃的吗？,2025-05-24 17:31:44,10,,0,1853780904405982208,无,
1853781074165989376,626382,1,25,#fffffe,f4065ed9,恋符 极限火花,2025-05-24 17:32:04,9,,0,1853781074165989376,无,
1853781583816443136,706062,1,25,#fffffe,f4065ed9,会动的大图书馆？,2025-05-24 17:33:05,2,,0,1853781583816443136,无,
1853781754188964608,612611,5,25,#fe0303,f4065ed9,开扇！,2025-05-24 17:33:25,2,,0,1853781754188964608,无,
1853781924175862016,699559,5,25,#fe0303,f4065ed9,芙兰你怎么出来了？,2025-05-24 17:33:46,1,,0,1853781924175862016,无,
1853782093902203136,651104,5,25,#e70013,f4065ed9,为了护妻上来就开大的屑灵梦,2025-05-24 17:34:06,1,,0,1853782093902203136,无,
1853782264283155712,614249,1,25,#fffffe,f4065ed9,开扇！！,2025-05-24 17:34:26,2,,0,1853782264283155712,无,
1853782433967940352,626526,1,25,#fffffe,f4065ed9,bonus failed…,2025-05-24 17:34:46,1,,0,1853782433967940352,无,
1853782603736993024,637433,5,25,#89d5fe,f4065ed9,为什么我的梦想封印不能秒！？？,2025-05-24 17:35:07,1,,0,1853782603736993024,无,
1853782943618137600,697448,1,25,#fffffe,f4065ed9,芙兰还揪着美铃的衣服好可爱,2025-05-24 17:35:47,2,,0,1853782943618137600,无,
1853783113227454464,609393,1,25,#fffffe,f4065ed9,开扇！！,2025-05-24 17:36:07,2,,0,1853783113227454464,无,
1853783282978860032,611583,1,25,#fffffe,f4065ed9,燃起来了！,2025-05-24 17:36:28,1,,0,1853783282978860032,无,
1853783452504698112,705304,1,25,#fffffe,f4065ed9,大力门卫红美铃233,2025-05-24 17:36:48,1,,0,1853783452504698112,无,
1853783622063712512,701128,4,25,#fe0303,f4065ed9,震惊 ！芙兰竟然出门了！,2025-05-24 17:37:08,1,,0,1853783622063712512,无,
1853783791840754688,657959,1,25,#fffffe,f4065ed9,explosion,2025-05-24 17:37:28,1,,0,1853783791840754688,无,
1853783961768753152,613332,1,25,#fffffe,f4065ed9,实机画面,2025-05-24 17:37:49,2,,0,1853783961768753152,无,
1853784131578868480,651390,1,25,#fffffe,f4065ed9,梦想封印应该是灵梦大招之一,2025-05-24 17:38:09,9,,0,1853784131578868480,无,
1853784301515792640,638278,1,25,#fffffe,f4065ed9,梦想封印,2025-05-24 17:38:29,2,,0,1853784301515792640,无,
1853784472265762560,628114,5,25,#e70013,f4065ed9,武器过热,2025-05-24 17:38:49,2,,0,1853784472265762560,无,
1853784641422025728,643083,1,25,#fffffe,f4065ed9,我的幻想乡，我做主,2025-05-24 17:39:10,1,,0,1853784641422025728,无,
1853784811970403072,685579,1,25,#fffffe,f4065ed9,没有什么岁月静好，只有灵梦操心,2025-05-24 17:39:30,7,,0,1853784811970403072,无,
1853784982007494912,620814,5,25,#fef103,f4065ed9,恋符【Master Spark】,2025-05-24 17:39:50,2,,0,1853784982007494912,无,
1853785151977705984,659954,5,25,#fef103,f4065ed9,妖梦还在墙上草,2025-05-24 17:40:10,1,,0,1853785151977705984,无,
1853785662709378560,620396,5,25,#fef103,f4065ed9,OP音乐回收（喜）,2025-05-24 17:41:11,10,,0,1853785662709378560,无,
1853786174222189824,660781,1,25,#fffffe,f4065ed9,不懂就问，这是在放核弹吗？,2025-05-24 17:42:12,1,,0,1853786174222189824,无,
1853786344225681920,640182,1,25,#fffffe,f4065ed9,梦想封印,2025-05-24 17:42:33,2,,0,1853786344225681920,无,
1853786513583282688,615166,1,25,#e70013,f4065ed9,开扇！！,2025-05-24 17:42:53,2,,0,1853786513583282688,无,
1853786683804625152,628785,1,25,#fffffe,f4065ed9,这个威力不够啊,2025-05-24 17:43:13,9,,0,1853786683804625152,无,
1853786852708919808,662030,1,25,#fffffe,f4065ed9,妖梦你还有一场道中没拍完呢！快醒醒！,2025-05-24 17:43:33,1,,0,1853786852708919808,无,
1853787023568443392,623843,5,25,#fef103,f4065ed9,！武器过热！,2025-05-24 17:43:54,1,,0,1853787023568443392,无,
1853787193479933696,699624,1,25,#fffffe,f4065ed9,帕秋莉一年的运动量,2025-05-24 17:44:14,2,,0,1853787193479933696,无,
1853787362586007808,665058,1,25,#fffffe,f4065ed9,太屑了，上来就开大,2025-05-24 17:44:34,1,,0,1853787362586007808,无,
1853787533520228352,704688,1,25,#fffffe,f4065ed9,琪露诺飞踹(绯想天则动了),2025-05-24 17:44:54,10,,0,1853787533520228352,无,
1853787874726821888,661602,1,25,#fffffe,f4065ed9,这裙子不科学，居然还不遮脸,2025-05-24 17:45:35,1,,0,1853787874726821888,无,
1853788044202313728,661311,1,25,#fffffe,f4065ed9,幽幽子！！！！,2025-05-24 17:45:55,7,,0,1853788044202313728,无,
1853788383588478976,706731,5,25,#00a0eb,f4065ed9,智慧の飞踢,2025-05-24 17:46:36,10,,0,1853788383588478976,无,
1853788553550092544,619501,5,25,#fe0303,f4065ed9,开扇,2025-05-24 17:46:56,2,,0,1853788553550092544,无,
1853788724409149440,611672,1,25,#fffffe,f4065ed9,开扇！！,2025-05-24 17:47:16,2,,0,1853788724409149440,无,
1853788894572114688,701511,5,25,#fef103,f4065ed9,红师傅排面,2025-05-24 17:47:37,2,,0,1853788894572114688,无,
1853789064323632896,631482,5,25,#fef103,f4065ed9,az,2025-05-24 17:47:57,2,,0,1853789064323632896,无,
1853789233597557760,613585,1,25,#fffffe,f4065ed9,开扇！！,2025-05-24 17:48:17,2,,0,1853789233597557760,无,
1853789402829668352,609388,5,25,#e2027e,f4065ed9,开扇!,2025-05-24 17:48:37,2,,0,1853789402829668352,无,
