视频标题,【高清修复】东方幻想万华镜全集
视频BV号,BV1VuZ5YjEin
弹幕总数,4701

弹幕ID,出现时间(毫秒),模式,字体大小,颜色,用户MID哈希,内容,发送时间,权重,动作,弹幕池,弹幕ID字符串,属性,动画
1852219588659081984,121630,1,25,#fef103,ad92ce4e,紫老太婆(小声),2025-05-22 13:49:41,1,,0,1852219588659081984,无,
1852219758074891008,110315,1,25,#fffffe,ad92ce4e,感谢下方红色科普君！,2025-05-22 13:50:01,2,,0,1852219758074891008,无,
1852219927105802752,145916,1,25,#fffffe,ad92ce4e,拿他做刨冰吧,2025-05-22 13:50:21,1,,0,1852219927105802752,无,
1852220097100521216,70459,1,25,#fffffe,ad92ce4e,东方还在，车万还在!,2025-05-22 13:50:41,1,,0,1852220097100521216,无,
1852220267070982912,80979,1,25,#fffffe,ad92ce4e,这片樱花林有点熟悉（FSNhf）,2025-05-22 13:51:02,1,,0,1852220267070982912,无,
1852220435832517376,123642,5,25,#fffffe,ad92ce4e,魂魄妖梦一生推！,2025-05-22 13:51:22,10,,0,1852220435832517376,无,
1852220605727281664,142209,5,25,#fffffe,ad92ce4e,大声告诉我，智慧的颜色是什么？？？,2025-05-22 13:51:42,2,,0,1852220605727281664,无,
1852220775286361344,152496,5,25,#fffffe,ad92ce4e,屑灵梦,2025-05-22 13:52:02,1,,0,1852220775286361344,无,
1852220944576287744,162597,5,25,#fef103,ad92ce4e,这是异变啊，灵梦！,2025-05-22 13:52:22,2,,0,1852220944576287744,无,
1852221114471079680,122661,1,25,#fffffe,ad92ce4e,感谢红字菌科普,2025-05-22 13:52:43,2,,0,1852221114471079680,无,
1852221284156086528,84211,5,25,#fffffe,ad92ce4e,威严满满的抱着自家忠诚的女仆,2025-05-22 13:53:03,2,,0,1852221284156086528,无,
1852221453353720064,166727,5,25,#00a0eb,ad92ce4e,HA--- NA---SE！,2025-05-22 13:53:23,10,,0,1852221453353720064,无,
1852221624405922048,148763,5,25,#00a0eb,ad92ce4e,baka,2025-05-22 13:53:43,1,,0,1852221624405922048,无,
1852221794359521024,155531,1,25,#fffffe,ad92ce4e,云里雾里魔理沙,2025-05-22 13:54:04,9,,0,1852221794359521024,无,
1852221964690303744,139097,1,25,#fffffe,ad92ce4e,再回忆一遍,2025-05-22 13:54:24,2,,0,1852221964690303744,无,
1852222133493668096,114407,1,25,#fffffe,ad92ce4e,─━╋─━╋─━╋─━╋,2025-05-22 13:54:44,2,,0,1852222133493668096,无,
1852222303363331584,71612,1,25,#fffffe,ad92ce4e,9999,2025-05-22 13:55:04,1,,0,1852222303363331584,无,
1852222473903559936,150058,5,25,#00a0eb,ad92ce4e,冰   雪   聪   明,2025-05-22 13:55:25,10,,0,1852222473903559936,无,
1852222644418541056,139859,1,25,#fffffe,ad92ce4e,小曲一响，baka登场,2025-05-22 13:55:45,9,,0,1852222644418541056,无,
1852222813658917120,94219,1,25,#fffffe,ad92ce4e,音乐好好听,2025-05-22 13:56:05,2,,0,1852222813658917120,无,
1852222983721046272,73747,1,25,#fffffe,ad92ce4e,有个不认识的孩子,2025-05-22 13:56:25,1,,0,1852222983721046272,无,
1852223152626083328,74587,1,25,#fffffe,ad92ce4e,这个露米娅就是逊啦,2025-05-22 13:56:46,1,,0,1852223152626083328,无,
1852223323292352000,88979,5,25,#683a7a,ad92ce4e,帕秋莉赛高！,2025-05-22 13:57:06,2,,0,1852223323292352000,无,
1852223493891244800,94547,5,25,#fef103,ad92ce4e,我永远喜欢沙沙！,2025-05-22 13:57:26,2,,0,1852223493891244800,无,
1852223663433596672,95782,5,25,#fffffe,ad92ce4e,neet姬（）,2025-05-22 13:57:47,2,,0,1852223663433596672,无,
1852223833159979520,141309,1,25,#fffffe,ad92ce4e,刻在DNA里的：yo~reimu!,2025-05-22 13:58:07,9,,0,1852223833159979520,无,
1852224001007740160,100674,5,25,#e70013,ad92ce4e,博丽空战,2025-05-22 13:58:27,2,,0,1852224001007740160,无,
1852224172420491008,74307,1,25,#fffffe,ad92ce4e,op不看，小手打断,2025-05-22 13:58:47,1,,0,1852224172420491008,无,
1852224341652713984,133369,1,25,#fffffe,ad92ce4e,燃燃燃，燃起来了,2025-05-22 13:59:07,2,,0,1852224341652713984,无,
1852224510641191680,95279,1,25,#fef103,ad92ce4e,摸你傻!,2025-05-22 13:59:27,1,,0,1852224510641191680,无,
1852224680510031616,124839,1,25,#683a7a,ad92ce4e,紫妈~,2025-05-22 13:59:48,1,,0,1852224680510031616,无,
1852224849943088128,108155,1,25,#fffffe,ad92ce4e,魔女巫女，天下无敌,2025-05-22 14:00:08,1,,0,1852224849943088128,无,
1852225019192205056,152035,1,25,#fffffe,ad92ce4e,穷鬼魔女,2025-05-22 14:00:28,1,,0,1852225019192205056,无,
1852225189312624896,166589,1,25,#fffffe,ad92ce4e,hanase,2025-05-22 14:00:48,2,,0,1852225189312624896,无,
1852225359308246528,90345,1,25,#00a0eb,ad92ce4e,不用解释，圣遗产,2025-05-22 14:01:09,2,,0,1852225359308246528,无,
1852225530360408832,164507,5,25,#fef103,ad92ce4e,这是异变啊，灵梦！,2025-05-22 14:01:29,2,,0,1852225530360408832,无,
1852225699700862464,94828,1,25,#fffffe,ad92ce4e,八卦炉,2025-05-22 14:01:49,2,,0,1852225699700862464,无,
1852225868999559680,148339,5,25,#e70013,ad92ce4e,冬泳怪鸽——琪露诺,2025-05-22 14:02:09,10,,0,1852225868999559680,无,
1852226039641219584,163517,1,25,#fffffe,ad92ce4e,琪露诺的BGM,2025-05-22 14:02:30,2,,0,1852226039641219584,无,
1852226209107448576,128039,1,25,#fffffe,ad92ce4e,灵梦魔理沙一生推,2025-05-22 14:02:50,10,,0,1852226209107448576,无,
1852226378725330432,93202,1,25,#e70013,ad92ce4e,妹红啊啊啊啊啊啊啊!!!!,2025-05-22 14:03:10,1,,0,1852226378725330432,无,
1852226547781113344,159269,1,25,#fffffe,ad92ce4e,9,2025-05-22 14:03:30,2,,0,1852226547781113344,无,
1852226717767822080,84019,1,25,#fffffe,ad92ce4e,好好好,2025-05-22 14:03:51,1,,0,1852226717767822080,无,
1852226888484196096,88251,1,25,#fffffe,ad92ce4e,看到姆Q了！,2025-05-22 14:04:11,1,,0,1852226888484196096,无,
1852227058395346176,88251,5,25,#fef103,ad92ce4e,姆Q！！！,2025-05-22 14:04:31,2,,0,1852227058395346176,无,
1852227398486371328,84721,1,25,#00a0eb,ad92ce4e,蓝色代表无上的智慧,2025-05-22 14:05:12,2,,0,1852227398486371328,无,
1852227567223457792,100006,1,25,#fffffe,ad92ce4e,画风好好看,2025-05-22 14:05:32,2,,0,1852227567223457792,无,
1852227737461982464,129725,1,25,#fffffe,ad92ce4e,紫bba,2025-05-22 14:05:52,1,,0,1852227737461982464,无,
1852227907347386880,165906,1,25,#fffffe,ad92ce4e,ha～na～se,2025-05-22 14:06:12,2,,0,1852227907347386880,无,
1852228077552573440,80898,5,25,#fe0303,ad92ce4e,赤色杀人魔,2025-05-22 14:06:33,2,,0,1852228077552573440,无,
1852228247279321088,145174,1,25,#fffffe,ad92ce4e,9,2025-05-22 14:06:53,2,,0,1852228247279321088,无,
1852228416946894592,162226,1,25,#fffffe,ad92ce4e,妖妖梦？,2025-05-22 14:07:13,2,,0,1852228416946894592,无,
1852228586321220864,142227,4,25,#fef103,ad92ce4e,DA☆ZE,2025-05-22 14:07:33,2,,0,1852228586321220864,无,
1852228756476414208,84669,1,25,#fffffe,ad92ce4e,现在角色都认识了，好感动的感觉,2025-05-22 14:07:54,9,,0,1852228756476414208,无,
1852228926756274176,82986,1,25,#fffffe,ad92ce4e,哎呦，这不是紫djdkgkfftjhdekufg,2025-05-22 14:08:14,2,,0,1852228926756274176,无,
1852229096566954752,125731,1,25,#fffffe,ad92ce4e,紫妈（超大声）,2025-05-22 14:08:34,1,,0,1852229096566954752,无,
1852229265958146816,144637,5,25,#fef103,ad92ce4e,DA☆ZE,2025-05-22 14:08:54,2,,0,1852229265958146816,无,
1852229435777019136,167242,1,25,#fffffe,ad92ce4e,哈那赛～～～,2025-05-22 14:09:15,9,,0,1852229435777019136,无,
1852229604942284800,133793,1,25,#fffffe,ad92ce4e,op ed都不看，早完俩手都砍断,2025-05-22 14:09:35,1,,0,1852229604942284800,无,
1852229775054779392,76390,1,25,#fffffe,ad92ce4e,吹拉弹三人组,2025-05-22 14:09:55,9,,0,1852229775054779392,无,
1852229945184092160,71107,1,25,#fffffe,ad92ce4e,bakabaka,2025-05-22 14:10:15,9,,0,1852229945184092160,无,
1852230114935685632,146859,1,25,#fffffe,ad92ce4e,baka,2025-05-22 14:10:36,1,,0,1852230114935685632,无,
1852230284687923712,145998,1,25,#fffffe,ad92ce4e,强大的音乐,2025-05-22 14:10:56,2,,0,1852230284687923712,无,
1852230624090722816,137098,1,25,#fffffe,ad92ce4e,冰雪聪明的小曲,2025-05-22 14:11:36,9,,0,1852230624090722816,无,
1852230793909687040,126078,5,25,#e70013,ad92ce4e,紫摔下去了,2025-05-22 14:11:57,2,,0,1852230793909687040,无,
1852230963569065472,141459,1,25,#fffffe,ad92ce4e,智慧のBGM,2025-05-22 14:12:17,2,,0,1852230963569065472,无,
1852231133371574528,138540,5,25,#89d5fe,ad92ce4e,琪露诺の小曲,2025-05-22 14:12:37,2,,0,1852231133371574528,无,
1852231303207468032,90926,1,25,#fffffe,ad92ce4e,咲夜！,2025-05-22 14:12:57,9,,0,1852231303207468032,无,
1852231473001143808,90926,1,25,#fffffe,ad92ce4e,芙兰朵露赛高,2025-05-22 14:13:17,2,,0,1852231473001143808,无,
1852231642543486976,139096,1,25,#fffffe,ad92ce4e,馬鹿！,2025-05-22 14:13:38,10,,0,1852231642543486976,无,
1852231812429060096,73274,1,25,#00a0eb,ad92ce4e,bakabaka,2025-05-22 14:13:58,9,,0,1852231812429060096,无,
1852231981719611136,92899,1,25,#fffffe,ad92ce4e,咲夜好美,2025-05-22 14:14:18,9,,0,1852231981719611136,无,
1852232151379694336,78962,1,25,#fffffe,ad92ce4e,wwwwww\,2025-05-22 14:14:38,2,,0,1852232151379694336,无,
1852232321550868224,68647,1,25,#fffffe,ad92ce4e,嗯？不用我跳OP啦？,2025-05-22 14:14:59,2,,0,1852232321550868224,无,
1852232491629996288,146305,1,25,#fffffe,ad92ce4e,ba~ka,2025-05-22 14:15:19,9,,0,1852232491629996288,无,
1852232661214168576,157459,1,25,#fffffe,ad92ce4e,冰之勇者琪露诺,2025-05-22 14:15:39,10,,0,1852232661214168576,无,
1852232830898513664,150658,1,25,#fffffe,ad92ce4e,baka,2025-05-22 14:15:59,1,,0,1852232830898513664,无,
1852233000583043328,166804,1,25,#fffffe,ad92ce4e,HA ☆NA ☆SE ,2025-05-22 14:16:20,9,,0,1852233000583043328,无,
1852233170226204160,138953,1,25,#fffffe,ad92ce4e,不要剧透，我是新人55,2025-05-22 14:16:40,2,,0,1852233170226204160,无,
1852233339491188992,166449,5,25,#89d5fe,ad92ce4e,HA☆NA☆SE,2025-05-22 14:17:00,10,,0,1852233339491188992,无,
1852233509822484736,138630,1,25,#fffffe,ad92ce4e,智慧的小曲,2025-05-22 14:17:20,9,,0,1852233509822484736,无,
1852233679112862976,91246,5,25,#009844,ad92ce4e,妖梦好帅,2025-05-22 14:17:40,2,,0,1852233679112862976,无,
1852233848957072128,145395,5,25,#fef103,ad92ce4e,DA☆ZE,2025-05-22 14:18:01,2,,0,1852233848957072128,无,
1852234019052529664,142260,1,25,#fffffe,ad92ce4e,バか,2025-05-22 14:18:21,2,,0,1852234019052529664,无,
1852234188871917312,135247,5,25,#fef103,ad92ce4e,baka音乐,2025-05-22 14:18:41,2,,0,1852234188871917312,无,
1852234358228991232,141780,5,25,#fef103,ad92ce4e,名场面开始,2025-05-22 14:19:01,2,,0,1852234358228991232,无,
1852234527721022720,137039,5,25,#00a0eb,ad92ce4e,智慧のBGM,2025-05-22 14:19:22,2,,0,1852234527721022720,无,
1852234697112180992,139481,1,25,#fffffe,ad92ce4e,化成灰都认得的BGM,2025-05-22 14:19:42,2,,0,1852234697112180992,无,
1852234866779895296,146816,5,25,#fffffe,ad92ce4e,baka小小一只好可爱,2025-05-22 14:20:02,2,,0,1852234866779895296,无,
1852235037639657984,163000,1,25,#00a0eb,ad92ce4e,芝士异变啊,2025-05-22 14:20:22,2,,0,1852235037639657984,无,
1852235206913308160,146544,1,25,#89d5fe,ad92ce4e,邪恶冰精,2025-05-22 14:20:43,1,,0,1852235206913308160,无,
1852902048148784640,142123,5,25,#f0ab2a,d515ec88,原来你也炫沙糖桔,2025-05-23 12:25:36,1,,0,1852902048148784640,无,
1853266292078036480,17713,1,25,#ffffff,b5f3dc82,怎么没有弹幕,2025-05-24 00:29:18,1,,0,1853266292078036480,无,
1853337551952924416,288038,5,25,#e70012,1e3320ba,我们仨,2025-05-24 02:50:52,2,,0,1853337551952924416,无,
1853603924222189824,191774,5,25,#00a0eb,ad92ce4e,自 我 介 绍,2025-05-24 11:40:06,2,,0,1853603924222189824,无,
1853604094066436864,232990,1,25,#fffffe,ad92ce4e,蒂蒂！！,2025-05-24 11:40:27,2,,0,1853604094066436864,无,
1853604263700508928,183402,5,25,#fffffe,ad92ce4e,灵梦：正合我意,2025-05-24 11:40:47,10,,0,1853604263700508928,无,
1853604433284592640,202944,5,25,#fffffe,ad92ce4e,走 好 不 送,2025-05-24 11:41:07,1,,0,1853604433284592640,无,
1853604603196144128,230728,1,25,#fffffe,ad92ce4e,灵梦好可爱,2025-05-24 11:41:27,5,,0,1853604603196144128,无,
1853604773769865216,193195,1,25,#fffffe,ad92ce4e,杂鱼冰精,2025-05-24 11:41:48,1,,0,1853604773769865216,无,
1853604943026930944,254049,5,25,#f0ab2b,ad92ce4e,明明已经三十岁还喜欢戏弄少女的橙是屑,2025-05-24 11:42:08,1,,0,1853604943026930944,无,
1853605112417968128,188586,1,25,#fffffe,ad92ce4e,雪下就是砖地啊，可怜的9,2025-05-24 11:42:28,2,,0,1853605112417968128,无,
1853605282446736640,205032,5,25,#fffffe,ad92ce4e,熟悉的感觉,2025-05-24 11:42:48,10,,0,1853605282446736640,无,
1853605451829757696,220955,1,25,#fffffe,ad92ce4e,“欺负我女儿是吧”(XD),2025-05-24 11:43:09,1,,0,1853605451829757696,无,
1853605622654986752,236931,1,25,#fffffe,ad92ce4e,出现了！《东方》记者,2025-05-24 11:43:29,2,,0,1853605622654986752,无,
1853605792322921216,251373,1,25,#fffffe,ad92ce4e,cheeeeeeeeeeen~,2025-05-24 11:43:49,2,,0,1853605792322921216,无,
1853605961990837504,193397,5,25,#89d5fe,ad92ce4e,冰雪聪明,2025-05-24 11:44:09,2,,0,1853605961990837504,无,
1853606131701208320,223102,1,25,#fffffe,ad92ce4e,“欺负我女儿是吧”,2025-05-24 11:44:30,1,,0,1853606131701208320,无,
1853606301075360000,204699,1,25,#fffffe,ad92ce4e,9,2025-05-24 11:44:50,3,,0,1853606301075360000,无,
1853606471372851712,193447,5,25,#84c0ca,ad92ce4e,冰 雪 聪 明,2025-05-24 11:45:10,2,,0,1853606471372851712,无,
1853606640579456000,180970,1,25,#fffffe,ad92ce4e,摆烂ing,2025-05-24 11:45:30,1,,0,1853606640579456000,无,
1853606811279192064,206019,1,25,#fffffe,ad92ce4e,于是灵梦关上了窗户（doge）,2025-05-24 11:45:51,10,,0,1853606811279192064,高赞,
1853606981584723968,181096,1,25,#fffffe,ad92ce4e,世界名画,2025-05-24 11:46:11,2,,0,1853606981584723968,无,
1853607152309543168,181789,1,25,#fffffe,ad92ce4e,咸鱼巫女,2025-05-24 11:46:31,1,,0,1853607152309543168,无,
1853607322086671616,236709,1,25,#fffffe,ad92ce4e,你个鸦天狗搞什么呢,2025-05-24 11:46:51,1,,0,1853607322086671616,无,
1853607492157340928,248062,1,25,#fffffe,ad92ce4e,橙！,2025-05-24 11:47:12,7,,0,1853607492157340928,无,
1853607661732956928,255829,1,25,#fffffe,ad92ce4e,蓝呢？,2025-05-24 11:47:32,9,,0,1853607661732956928,无,
1853608171927664128,197465,1,25,#fffffe,ad92ce4e,999,2025-05-24 11:48:33,2,,0,1853608171927664128,无,
1853608341704717312,180735,1,25,#fffffe,ad92ce4e,退休巫女的生活,2025-05-24 11:48:53,10,,0,1853608341704717312,无,
1853608680294600704,194784,5,25,#00a0eb,ad92ce4e,自  我  介  绍,2025-05-24 11:49:33,2,,0,1853608680294600704,无,
1853608850860106496,248839,1,25,#fffffe,ad92ce4e,小橙！,2025-05-24 11:49:54,10,,0,1853608850860106496,高赞,
1853609021274717184,240765,5,25,#fffffe,ad92ce4e,最速记者文文！,2025-05-24 11:50:14,2,,0,1853609021274717184,无,
1853609191336365568,250429,5,25,#fffffe,ad92ce4e,小橙橙！,2025-05-24 11:50:34,10,,0,1853609191336365568,无,
1853609361172740608,261330,5,25,#fffffe,ad92ce4e,人偶制作师 爱丽丝【威震天】,2025-05-24 11:50:55,10,,0,1853609361172740608,无,
1853609532509923328,209065,1,25,#fffffe,ad92ce4e,摆烂了,2025-05-24 11:51:15,1,,0,1853609532509923328,无,
1853609701465107712,193520,5,25,#fffffe,ad92ce4e,自 我 介 绍,2025-05-24 11:51:35,10,,0,1853609701465107712,无,
1853609872450071552,243204,1,18,#fffffe,ad92ce4e,这个屑记者,2025-05-24 11:51:55,1,,0,1853609872450071552,无,
1853610042461496064,205671,1,25,#fffffe,ad92ce4e,无慈悲,2025-05-24 11:52:16,1,,0,1853610042461496064,无,
1853610212591379712,191654,5,25,#00a0eb,ad92ce4e,说别人是笨蛋的人自己才是笨蛋,2025-05-24 11:52:36,1,,0,1853610212591379712,无,
1853610381630162944,180619,1,25,#fffffe,ad92ce4e,摆了，随便吧,2025-05-24 11:52:56,1,,0,1853610381630162944,无,
1853610551926789120,179645,1,25,#e70013,ad92ce4e,开摆了，摆烂了，摸鱼了(◔◡◔),2025-05-24 11:53:16,1,,0,1853610551926789120,无,
1853610721603749120,199022,1,25,#fffffe,ad92ce4e,Bakabakabakabaka,2025-05-24 11:53:37,2,,0,1853610721603749120,无,
1853610891951115264,260601,1,25,#f0ab2b,ad92ce4e,橙没有八云姓氏的哦,2025-05-24 11:53:57,8,,0,1853610891951115264,无,
1853611061367333888,181218,1,25,#fffffe,ad92ce4e,摆烂是吧,2025-05-24 11:54:17,1,,0,1853611061367333888,无,
1853611231001880832,192678,1,25,#fffffe,ad92ce4e,眼睛里是9,2025-05-24 11:54:37,9,,0,1853611231001880832,无,
1853611401600881664,180986,1,25,#fffffe,ad92ce4e,节操巫女,2025-05-24 11:54:58,1,,0,1853611401600881664,无,
1853611570665067264,178615,5,18,#e70013,ad92ce4e,灵梦：饮茶先啦,2025-05-24 11:55:18,10,,0,1853611570665067264,无,
1853611741104734208,185846,1,25,#fffffe,ad92ce4e,笨蛋代名词的9,2025-05-24 11:55:38,1,,0,1853611741104734208,无,
1853611911149986304,179895,5,25,#e70013,ad92ce4e,摆起来了,2025-05-24 11:55:59,2,,0,1853611911149986304,无,
1853612081656509184,179542,1,25,#fffffe,ad92ce4e,摸了,2025-05-24 11:56:19,1,,0,1853612081656509184,无,
1853612250645534976,202772,1,25,#fffffe,ad92ce4e,哈哈哈,2025-05-24 11:56:39,8,,0,1853612250645534976,无,
1853612421882083072,199879,1,25,#fef103,ad92ce4e,魔理沙,2025-05-24 11:56:59,10,,0,1853612421882083072,高赞,
1853612592414205952,262396,1,25,#fffffe,ad92ce4e,二面就过了？,2025-05-24 11:57:20,1,,0,1853612592414205952,无,
1853612762233273600,193724,5,25,#00a0eb,ad92ce4e,《自 我 介 绍》,2025-05-24 11:57:40,10,,0,1853612762233273600,无,
1853612933109153792,205251,1,25,#fffffe,ad92ce4e,好耶！,2025-05-24 11:58:00,2,,0,1853612933109153792,无,
1853613103624137984,171630,1,25,#fffffe,ad92ce4e,异变啊！,2025-05-24 11:58:21,2,,0,1853613103624137984,无,
